Mot,Commune,Voisin_1,Commune_1,Insertions_1,Suppressions_1,Substitutions_1,Voisin_2,Commune_2,Insertions_2,Suppressions_2,Substitutions_2,Voisin_3,Commune_3,Insertions_3,Suppressions_3,Substitutions_3
aleïdoun,Chartrons,leidoun,Sainte-Colombe,{},{'a': 1},"{('ï', 'i'): 1}",oleydoun,Salaunes,{},{},"{('a', 'o'): 1, ('ï', 'y'): 1}",,,,,
aléïdoun,Le Bouscat,oleïdoun,Puybarban,{},{},"{('a', 'o'): 1, ('é', 'e'): 1}",éndoun,Castillon-la-Bataille-bis,{},"{'a': 1, 'l': 1}","{('ï', 'n'): 1}",oleydoun,Bayon-sur-Gironde,{},{},"{('a', 'o'): 1, ('é', 'e'): 1, ('ï', 'y'): 1}"
oleydoun,Bayon-sur-Gironde,endoun,Caudéran,{},"{'o': 1, 'l': 1}","{('y', 'n'): 1}",oleydoun,Sigalens,{},{},{},aléïdoun,Le Bouscat,{},{},"{('o', 'a'): 1, ('e', 'é'): 1, ('y', 'ï'): 1}"
aléïdoun,Bourg-bis,olodoun,Castillon-la-Bataille,{},{'ï': 1},"{('a', 'o'): 1, ('é', 'o'): 1}",,,,,,,,,,
oleydoun,Bourg,oléïdoun,Comps,{},{},"{('e', 'é'): 1, ('y', 'ï'): 1}",ondoun,Baron,{},"{'e': 1, 'y': 1}","{('l', 'n'): 1}",,,,,
oléïdoun,Comps,oleydoun,Gauriac,{},{},"{('é', 'e'): 1, ('ï', 'y'): 1}",oleydoun,Bourg,{},{},"{('é', 'e'): 1, ('ï', 'y'): 1}",,,,,
oleydoun,Gauriac,alleidoun,Le Nizan,{'l': 1},{},"{('o', 'a'): 1, ('y', 'i'): 1}",oléïdoun,Comps,{},{},"{('e', 'é'): 1, ('y', 'ï'): 1}",leydon,Baurech,{},"{'o': 1, 'u': 1}",{}
oléïdoun,Lansac,oleydoun,Lignan-de-Bazas,{},{},"{('é', 'e'): 1, ('ï', 'y'): 1}",oléidoun,Marcamps,{},{},"{('ï', 'i'): 1}",,,,,
oléidoun,Marcamps,oléidounc,Prignac-et-Marcamps,{'c': 1},{},{},oléïdoun,Lansac,{},{},"{('i', 'ï'): 1}",,,,,
oléidounc,Prignac-et-Marcamps,oléidoun,Marcamps,{},{'c': 1},{},alleidoun,Le Nizan,{'l': 1},{'c': 1},"{('o', 'a'): 1, ('é', 'e'): 1}",,,,,
oleïdoun,Saint-Seurin-de-Bourg,éndoun,Samonac,{},"{'e': 1, 'ï': 1}","{('o', 'é'): 1, ('l', 'n'): 1}",ondoun,Baron,{},"{'e': 1, 'ï': 1}","{('l', 'n'): 1}",,,,,
auleindoun,Saint-Trojan,oleydoun,Saint-Côme,{},"{'u': 1, 'n': 1}","{('a', 'o'): 1, ('i', 'y'): 1}",endoun,Tauriac,{},"{'a': 1, 'u': 1, 'l': 1, 'i': 1}",{},éndoun,Samonac,{},"{'u': 1, 'l': 1, 'e': 1, 'i': 1}","{('a', 'é'): 1}"
éndoun,Samonac,oleïdoun,Saint-Seurin-de-Bourg,"{'o': 1, 'l': 1}",{},"{('é', 'e'): 1, ('n', 'ï'): 1}",leidoun,Fronsac,{'l': 1},{},"{('é', 'e'): 1, ('n', 'i'): 1}",auleindoun,Saint-Trojan,"{'a': 1, 'u': 1, 'l': 1, 'e': 1}",{},"{('é', 'i'): 1}"
endoun,Tauriac,auleindoun,Saint-Trojan,"{'a': 1, 'u': 1, 'l': 1, 'i': 1}",{},{},leidounc,Camarsac,"{'l': 1, 'c': 1}",{},"{('n', 'i'): 1}",ondoun,Baron,{},{},"{('e', 'o'): 1}"
ondoun,Baron,oleydoun,Bourg,"{'l': 1, 'e': 1}",{},"{('n', 'y'): 1}",oleïdoun,Saint-Seurin-de-Bourg,"{'l': 1, 'e': 1}",{},"{('n', 'ï'): 1}",endoun,Tauriac,{},{},"{('o', 'e'): 1}"
indoun,Branne-bis,oleydoun,Camblanes-et-Meynac,"{'o': 1, 'l': 1}",{},"{('i', 'e'): 1, ('n', 'y'): 1}",,,,,,,,,,
endoum,Branne,leydoun,Carignan-de-Bordeaux,{'l': 1},{},"{('n', 'y'): 1, ('m', 'n'): 1}",,,,,,,,,,
indoun,Cabara-bis,lèïdoun,Le Tourne,{'l': 1},{},"{('i', 'è'): 1, ('n', 'ï'): 1}",,,,,,,,,,
endoun,Cabara,aleidoun,Saillans,"{'a': 1, 'l': 1}",{},"{('n', 'i'): 1}",oleydoun,Le Barp,"{'o': 1, 'l': 1}",{},"{('n', 'y'): 1}",,,,,
endount,Daignac,endoun,Génissac,{},{'t': 1},{},,,,,,,,,,
endoun,Génissac,aléïdoun,Salles-bis,"{'a': 1, 'l': 1}",{},"{('e', 'é'): 1, ('n', 'ï'): 1}",endount,Daignac,{'t': 1},{},{},,,,,
éndoun,Grézillac,indoun,Jugazan,{},{},"{('é', 'i'): 1}",,,,,,,,,,
indoun,Jugazan,éndoun,Grézillac,{},{},"{('i', 'é'): 1}",leydoun,Civrac,{'l': 1},{},"{('i', 'e'): 1, ('n', 'y'): 1}",allëdoun,Gaillan-en-Médoc,"{'a': 1, 'l': 1}",{},"{('i', 'l'): 1, ('n', 'ë'): 1}"
èndoun,Moulon,éndoun,Naujan-et-Postiac,{},{},"{('è', 'é'): 1}",,,,,,,,,,
